"Path","Category","Size","SHA256","TrackedOrIgnored","Producer","Consumers","LastKnownStage","Reason","Evidence","ReplacementPath","RecoveryPath","RiskLevel","DeletionPermitted","ValidationRequired"
".venv/Lib/site-packages/scipy/cluster/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","1103","8B245CF6DA8FE2D2B2E721AF771A3DFDA6496E3ADD2E8C897FF3FFA9B28A208E","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/constants/tests/__pycache__/test_codata.cpython-312.pyc","QUARANTINE_CANDIDATE","4221","EA40626B36074C7ABEE1A03FE1AED51A20C7AE7A08DE94D3BE7C1056AFB4DE8D","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/constants/tests/__pycache__/test_constants.cpython-312.pyc","QUARANTINE_CANDIDATE","6813","CCC1DD95BE1C408857AB74788BC3E6F5BCA154455CBFE1A620434B70B7BBCC66","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/constants/tests/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","169","5CF0D6ED8803A59C8DBF392B6EF4A26149A0B2237E0CEFD377BFA05CF5504229","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/constants/__pycache__/codata.cpython-312.pyc","QUARANTINE_CANDIDATE","716","D6188FD58EEEF2E11024D7498B144BB8789AF501B92E88A226CB5E26D44C3256","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/constants/__pycache__/constants.cpython-312.pyc","QUARANTINE_CANDIDATE","1926","7A029FC75C2565D2622F4D1DEE3F7E0C9A80881C0210A2C6EABAA16E86256B7C","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/constants/__pycache__/_codata.cpython-312.pyc","QUARANTINE_CANDIDATE","203432","EB794E0BE20C50DCE3732B0BB3B943CA0018EA5B4B74204966A41AED58B9E37B","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/constants/__pycache__/_constants.cpython-312.pyc","QUARANTINE_CANDIDATE","11009","9C4E7B245F0A5BA4C2FF4866EC595B3AC04B612A8701A8306B5725006208271C","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/constants/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","15249","4BDB618668EF8F00DFD347D79E4B250ACFE705EC9C22FB9C4B0F140C51D5B61D","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/datasets/tests/__pycache__/test_data.cpython-312.pyc","QUARANTINE_CANDIDATE","6066","8D468B989A45B3A927E25DDEC09E29C1F39DDBAB4DE4262340387E4D1B3BEA7C","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/datasets/tests/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","168","3A69B743CEDCBF4EC35D200CF35CB1B8F3846518C39E8025E2660B052C1EA5AD","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/datasets/__pycache__/_download_all.cpython-312.pyc","QUARANTINE_CANDIDATE","2815","6BE4AF79F19A87D415B62E973177E8721C40C9714E57C864A6E1A8BB9CAFAF65","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/datasets/__pycache__/_fetchers.cpython-312.pyc","QUARANTINE_CANDIDATE","7575","7CD29EBE0B56650E54E4A50868E32926212CB6803CA332C2E516A76F3E19199C","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/datasets/__pycache__/_registry.cpython-312.pyc","QUARANTINE_CANDIDATE","795","286B62F07BA468EC4322630A0FBC2FA5392BDCA613081B5710E5799FCE886E6C","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/datasets/__pycache__/_utils.cpython-312.pyc","QUARANTINE_CANDIDATE","3144","4895DC7F911222F2DA29AB04FB9171F5773CCE6AC958198BAD629AD5072AE24C","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/datasets/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","3006","15A7201BD9F8B7D703A307A89FAC391D933CA5EF037FAB77E6C3DB6F85336EF2","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/differentiate/tests/__pycache__/test_differentiate.cpython-312.pyc","QUARANTINE_CANDIDATE","52258","ADDB733F1109AA936A20517F633D87FE88B3FAD43E3FC698F51A81E55F136FB4","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/differentiate/tests/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","173","A3D3945BCD9099A81F0E74C8B10DF71AE0A88225A3DF17209C361B613CD873F1","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/differentiate/__pycache__/_differentiate.cpython-312.pyc","QUARANTINE_CANDIDATE","50537","F73130D312D2B6391C0C173EEE4CB91052B590C9010C8200F281EF0DEAF574FF","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/differentiate/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","832","524E2A19C9C82F1C2947FCA49B53DA814C6E7F3CE49A2AC49EEC697ABB098032","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/tests/__pycache__/mock_backend.cpython-312.pyc","QUARANTINE_CANDIDATE","6061","AAA9A5611E1006A418E0CD4FCC80EA3C62AF5D08FC5B38F0C87428EC68711CF3","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/tests/__pycache__/test_backend.cpython-312.pyc","QUARANTINE_CANDIDATE","8265","D139992E7831ADD865E8F5BAD2117ACFBC325AA20B796B85ED8AB1578640B96A","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/tests/__pycache__/test_basic.cpython-312.pyc","QUARANTINE_CANDIDATE","40501","19BA39819B3D94A342B438399BC2104BB64B78EBA51D2760EDED640B4F21BA5A","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/tests/__pycache__/test_fftlog.cpython-312.pyc","QUARANTINE_CANDIDATE","9401","F0BBBA5C499D18A8A8072758985B61E01E71FF917D2872941748D8B407922684","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/tests/__pycache__/test_helper.cpython-312.pyc","QUARANTINE_CANDIDATE","25357","B98375CEC54A4F40586345A6571D9FEF75606DEC7FE24698DB758A40B6CA945A","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/tests/__pycache__/test_multithreading.cpython-312.pyc","QUARANTINE_CANDIDATE","5578","34A56CE125D9DB13338612A147A5A90E583E27F1375886ACE0E1E3A0A640DBE9","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/tests/__pycache__/test_real_transforms.cpython-312.pyc","QUARANTINE_CANDIDATE","13247","641A8B9852F52DA671DCCE3901BDC320BD54306E5D1283491ADEEB0E5724CB7B","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/tests/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","163","8C66D49AD51DD989CBDA18727F52C4DCEDABB5891EA7A86D0E0D645F844A1E4A","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/_duccfft/tests/__pycache__/test_basic.cpython-312.pyc","QUARANTINE_CANDIDATE","61062","47E39D36DDAF8922E8436105625AF6446CE6F05578BC4D82CD78F9962F0494C9","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/_duccfft/tests/__pycache__/test_real_transforms.cpython-312.pyc","QUARANTINE_CANDIDATE","29336","68F1AA478FA82CA43A0E1C08EA68175DC27B11F4A32B8AFAE17FCBD93BB0AE43","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/_duccfft/tests/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","172","4236D66497CCECABED8846BF0879062BCD45B41548C06A8D6FCFD32639F357A6","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/_duccfft/__pycache__/basic.cpython-312.pyc","QUARANTINE_CANDIDATE","9075","4809773196EF877F8A2B035F85CD3BA20A84F87BC298787107AF45AEDB6FDB88","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/_duccfft/__pycache__/helper.cpython-312.pyc","QUARANTINE_CANDIDATE","10033","DF8D1DF871DA2078CB0D6C95F82B8734B983EF9DB29EA1B8C85AD649877E82A2","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/_duccfft/__pycache__/realtransforms.cpython-312.pyc","QUARANTINE_CANDIDATE","4164","FD98AC46C7C2C2C76DCA1078E832B8F7C78BC8FDB0A556D494E02E78B805773E","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/_duccfft/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","401","D56467BD8B320267C12FFE61601B33F66C4C0BA7529E0ADE1C595710F970BD47","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/__pycache__/_backend.cpython-312.pyc","QUARANTINE_CANDIDATE","8048","1CD08A6E25D434A87FD867C37138C0DD7097A042AEC9830FC3BF7A0CD39D3C2E","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/__pycache__/_basic.cpython-312.pyc","QUARANTINE_CANDIDATE","65884","F3C9C51D576B999FEFF5CA341861ED11533910CBA49ED6C6DB3933DEDEB25080","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/__pycache__/_basic_backend.cpython-312.pyc","QUARANTINE_CANDIDATE","7481","D8EA23BA386E4AE8B26347ED75D65F80F5697991396E2487CDB7B0B3C3BD264C","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/__pycache__/_debug_backends.cpython-312.pyc","QUARANTINE_CANDIDATE","1332","D784F13879810E1AF9B413D83D988648C74F68D9B6E404DC34FC05DCC009068C","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/__pycache__/_fftlog.cpython-312.pyc","QUARANTINE_CANDIDATE","8506","BC08377621AB55F5B220382A17B465262EDF7D2A3A12CF0B90312B11728EF4D9","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/__pycache__/_fftlog_backend.cpython-312.pyc","QUARANTINE_CANDIDATE","7018","7460854BD3F4454D5D13E3EEEB6434C2E36C0B76CD7DF6B14A58C51B5BA94574","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/__pycache__/_helper.cpython-312.pyc","QUARANTINE_CANDIDATE","12470","17780EFBCB752F09F4E97C2A8A2DAD1E252F756ABDCF0564AC2E7851A3C0800E","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/__pycache__/_realtransforms.cpython-312.pyc","QUARANTINE_CANDIDATE","28954","759FDFEA5C8AA981B55DD2E82EFF43AFAB16FCD102405B4C5D89AC8EB2E13643","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/__pycache__/_realtransforms_backend.cpython-312.pyc","QUARANTINE_CANDIDATE","2607","45CF5C64945277B1A2719140D332843F4F6BB912D9D9DB9E01A26C3F98FD7FF5","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fft/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","3943","F97E9767D267FBC06CA880F02C82B1BE37E1BA6EBDC5918F504BBC66723037E7","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fftpack/tests/__pycache__/test_basic.cpython-312.pyc","QUARANTINE_CANDIDATE","51570","73FCC5D2116CEC37E7C7279CDE20A47D2A14E6CF3FCA9EC131E3146BF0E2B9E5","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fftpack/tests/__pycache__/test_helper.cpython-312.pyc","QUARANTINE_CANDIDATE","3182","35E429BC5A8FE2F2CA29BE1EF7774E060E94515838B316A3FA6F980069BDD4F7","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fftpack/tests/__pycache__/test_import.cpython-312.pyc","QUARANTINE_CANDIDATE","2100","DBB49012E66FBFE67469822C8144E7688727218A2027539B4D8BFF346911FB10","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fftpack/tests/__pycache__/test_pseudo_diffs.cpython-312.pyc","QUARANTINE_CANDIDATE","26329","4243A9E7350B4B78118BE433AB0FBC41982F4381ABB5B7FCD6339F03FCBB0B20","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fftpack/tests/__pycache__/test_real_transforms.cpython-312.pyc","QUARANTINE_CANDIDATE","45577","231F427B452493230C0BCB261090D59EFF898466BCF34B3895C9E59CC3C99002","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fftpack/tests/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","167","A2A7FAC6D38DA9FB6D2FE3BC086B6F483040289C421BDFD72B272BD2ECBB7838","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fftpack/__pycache__/basic.cpython-312.pyc","QUARANTINE_CANDIDATE","686","74EFB5D90E4FE7FCF6DAB3DCA2F269BC5840F83322ABB19E7A1FCAF5EAE6CC62","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fftpack/__pycache__/helper.cpython-312.pyc","QUARANTINE_CANDIDATE","694","5D2CC816650DD8F64C16EBDEF9B65D51493012EFE5B6DF71BE4D2E5F1EB5DF9C","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fftpack/__pycache__/pseudo_diffs.cpython-312.pyc","QUARANTINE_CANDIDATE","755","9DF0FF0E2B0F5EA847A27AD85D3273E9B4C1CA11AC742F1F441E15DBDD3516F4","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fftpack/__pycache__/realtransforms.cpython-312.pyc","QUARANTINE_CANDIDATE","713","89E1932DF6B35DA3C667C9E503D0ED21CDCD7037B4A56B22F979675DE92ECBCD","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fftpack/__pycache__/_basic.cpython-312.pyc","QUARANTINE_CANDIDATE","13796","264713202C8AF8649DA86E3269B1CEE569A9AABEC49360F1638349BFBBF77BDD","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fftpack/__pycache__/_helper.cpython-312.pyc","QUARANTINE_CANDIDATE","3990","3766DB83EA069A31E19616BA5C315C3A6D60E08624003CD6667952E7A7D50FE9","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fftpack/__pycache__/_pseudo_diffs.cpython-312.pyc","QUARANTINE_CANDIDATE","19970","695A05D5C38625CD004A0153EAEEC1321CE11BA6B43AAB3D70F4668BFC1CFA96","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fftpack/__pycache__/_realtransforms.cpython-312.pyc","QUARANTINE_CANDIDATE","19827","A2868C5F92BF56B1DC61232CF898D0B439EC03558584FD5F62507A8212FCCA9B","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/fftpack/__pycache__/__init__.cpython-312.pyc","QUARANTINE_CANDIDATE","3199","014A9E6AA588F46C6123CDB94691F9ACAB195E576421E4AFBB0F7FD82906325F","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/tests/__pycache__/test_banded_ode_solvers.cpython-312.pyc","QUARANTINE_CANDIDATE","11844","25766CA6AC82C59194907CB12E56E54887999570604E68CB62392637D431DFC5","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
".venv/Lib/site-packages/scipy/integrate/tests/__pycache__/test_bvp.cpython-312.pyc","QUARANTINE_CANDIDATE","39146","F08D729572EC2141CF9AA480BB7A54238ACD67CB3C2E1AF157F29290E69AAC0F","IGNORED_OR_UNTRACKED","Python or repository tooling","None proven; validation required","UNKNOWN","Reproducible interpreter/tool cache","Extension or cache-directory contract","Regenerated by the owning tool","NOT_YET_QUARANTINED","LOW","False","Full tests after environment repair"
